"acquisition_date","acquisition_mileage","at_fault_flag","average_idle_hours","average_mpg","cargo_damage_cost","cdl_class","city","claim_amount","date_of_birth","description","dock_doors","downtime_hours","driver_id","employment_status","facility_id","facility_location","facility_name","facility_type","first_name","fuel_type","hire_date","home_terminal","incident_date","incident_id","incident_type","injury_flag","labor_cost","labor_hours","last_name","latitude","license_number","license_state","location_city","location_state","longitude","maintenance_date","maintenance_id","maintenance_type","make","model_year","month","odometer_reading","on_time_delivery_rate","operating_hours","parts_cost","preventable_flag","service_description","state","status","tank_capacity_gallons","termination_date","total_cost","total_fuel_gallons","total_miles","total_revenue","trip_id","trips_completed","truck_id","unit_number","vehicle_damage_cost","vin","years_experience"
NA,NA,NA,8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,2528.9,16474,33446.56,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,3577.4,23050,45204.98,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.14,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,3568.1,22124,52147.96,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374.2,28937,59349.74,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,7.3,6.58,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,7122,47073,97848.46,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3020.2,18968,44655.56,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,4539.5,30629,66568.24,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.66,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4455.4,29507,67059.1,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.6,6.37,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,4832.9,31025,68824.47,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.22,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,4128.1,25748,56767.08,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.38,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,4764.1,30245,65736.38,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,7967.7,50837,104855.72,NA,28,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,3492.8,21684,45517.61,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,4132.3,26633,60750,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.43,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,6162.8,39148,87033.42,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,5861.1,37417,80155.94,NA,23,NA,NA,NA,NA,NA
NA,NA,NA,8.6,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,4267.1,27486,59100.3,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,4611.3,29909,62553.98,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,3477.5,21906,50151.25,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.66,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669.6,23976,56859.1,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,6290.2,40400,88223.88,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.46,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,5338.1,34232,76679.55,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,6.1,6.76,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352.8,22240,48631.11,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,8.1,6.74,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2685.5,17802,39663.56,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.59,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,4549.6,29814,61524.16,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,4188.3,26557,54634.47,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445.2,21970,49846.89,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.36,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,6925.1,43302,96016.48,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,5016.4,32197,72195.31,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,2945.7,19124,44656.22,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-01",NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,4216.9,26628,56447.59,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.49,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822.2,18199,35927.62,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.26,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138.9,19609,43107.16,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,8,6.36,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3491.5,22124,49211.33,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.63,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,7088.7,46228,102164.17,NA,32,NA,NA,NA,NA,NA
NA,NA,NA,5.8,6.32,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3556.1,22311,38855.24,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-02-01",NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,3683.8,23752,52788.74,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532.2,23226,50803.12,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,6.2,6.37,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-01",NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715.9,23485,48559.66,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.31,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4841.6,29875,63024.3,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.62,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-01",NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,4022.5,26947,59850.96,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,8.8,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-01",NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510.2,9864,21466.3,NA,11,NA,NA,NA,NA,NA
NA,NA,NA,7,6.41,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2944.6,18265,34975.34,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.47,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-01",NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,3173.1,20424,42247.81,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.49,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-01",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4582.2,29624,63360.78,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.56,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-01",NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331.8,15036,36776.05,NA,11,NA,NA,NA,NA,NA
NA,NA,NA,7.6,6.54,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-01",NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,5577.5,36319,71380.07,NA,24,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-01",NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,3435.8,21905,49481.02,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.61,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-02-01",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3676.8,23780,53550.83,NA,20,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.74,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-03-01",NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,3404.7,23001,48699.91,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-04-01",NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,5742.8,36302,78901.55,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,6.4,6.72,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-05-01",NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,5288.4,35455,76033.55,NA,27,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.62,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-06-01",NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,3746.3,23990,51733.96,NA,16,NA,NA,NA,NA,NA
NA,NA,NA,7.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-07-01",NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,4743.7,30902,63050.36,NA,17,NA,NA,NA,NA,NA
NA,NA,NA,7.9,6.68,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-01",NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,3248.9,21690,43872.54,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.39,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-01",NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,5987.3,38143,79616.62,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,6.9,6.69,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-01",NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,3484.2,23725,48250.98,NA,21,NA,NA,NA,NA,NA
NA,NA,NA,7.8,6.51,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-01",NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058.7,19467,43611.99,NA,14,NA,NA,NA,NA,NA
NA,NA,NA,7.7,6.6,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-12-01",NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,4888.9,31686,71974.39,NA,22,NA,NA,NA,NA,NA
NA,NA,NA,8,6.55,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-01-01",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3319.2,21140,45453.13,NA,15,NA,NA,NA,NA,NA
NA,NA,NA,7.1,6.52,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-01",NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,3812.4,24665,52270.44,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,5.1,6.45,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-01",NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,4382,27733,61565.78,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.5,6.56,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-01",NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,2499.5,16526,35617.81,NA,18,NA,NA,NA,NA,NA
NA,NA,NA,7.2,6.42,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-01",NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084.5,25699,57584.74,NA,19,NA,NA,NA,NA,NA
NA,NA,NA,8.5,6.63,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-01",NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144.6,14119,29963.47,NA,12,NA,NA,NA,NA,NA
NA,NA,NA,6.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,"DRV00018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-01",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4616,28493,61634.41,NA,18,NA,NA,NA,NA,NA
